2016-05-12,732.00
2016-05-11,740.52002
2016-05-10,734.960022
2016-05-09,726.700012
2016-05-06,712.200012
2016-05-05,715.00
2016-05-04,706.77002
2016-05-03,712.50
2016-05-02,711.919983
2016-04-29,704.119995
2016-04-28,723.289978
2016-04-27,725.320007
2016-04-26,744.419983
2016-04-25,735.349976
2016-04-22,743.909973
2016-04-21,777.309998
